0,0.9998359
1,0.94539386
2,0.98419636
3,0.98892784
4,1.0
5,0.9999998
6,0.9989366
7,0.9999386
8,0.9997398
9,0.9945601
10,0.99986094
11,0.9999875
12,0.9883114
13,0.9999954
14,0.9997828
15,0.8896825
16,0.9996707
17,0.9803889
18,0.99999845
19,0.9985291
20,0.9923876
21,0.9918036
22,0.99933696
23,0.9836658
24,0.9984554
25,0.9994409
26,0.99918306
27,0.9976093
28,0.99996525
29,0.99863
30,0.9960014
31,0.9999627
32,0.9994815
33,0.9999654
34,0.99993765
35,0.9999967
36,0.999804
37,0.8359431
38,0.9948361
39,0.99999964
40,0.99681383
41,0.98376673
42,0.9988798
43,0.99999994
44,0.9976758
45,0.99946433
46,0.99930614
47,0.9999932
48,0.99998707
49,0.9999761
50,0.97806406
51,0.9999713
52,0.99999326
53,0.999993
54,0.99988335
55,0.99547213
56,0.9992083
57,0.9999891
58,0.99999964
59,0.9999842
60,0.999938
61,0.9999461
62,0.99604785
63,0.9999728
64,0.99937
65,0.9999321
66,0.99999964
67,0.9999503
68,0.9947359
69,0.9999552
70,0.9989013
71,0.9998259
72,0.99787855
73,0.99999285
74,0.99999744
75,0.99992806
76,0.99986905
77,0.9999983
78,0.99839985
79,0.9998674
80,0.98470664
81,0.9988315
82,0.99971366
83,0.9999988
84,0.9994722
85,0.9972571
86,0.99983424
87,0.9999999
88,0.7689804
89,0.9999979
90,0.9991861
91,0.9987373
92,0.9999116
93,0.9958546
94,0.9995832
95,0.9954595
96,0.99998945
97,0.9995113
98,0.9999305
99,0.9999562
100,0.99997914
101,0.99966496
102,0.99998295
103,0.9999447
104,0.99947274
105,0.9998874
106,0.99952424
107,0.9990494
108,0.9976521
109,0.89741933
110,0.99686563
111,0.9997118
112,0.9999966
113,0.9998686
114,0.99988896
115,0.99873763
116,0.99181396
117,0.9999336
118,0.9962416
119,0.99977344
120,0.9998782
121,0.99999654
122,0.99804777
123,0.9999981
124,0.9969102
125,0.99932534
126,0.99997586
127,0.99997604
128,0.9970203
129,0.9999183
130,0.9999619
131,0.9964628
132,0.994029
133,0.9992367
134,0.9999632
135,0.98997873
136,0.9992702
137,0.99999356
138,0.9999742
139,1.0
140,0.99986005
141,0.9999703
142,0.99992555
143,0.99988747
144,0.9999336
145,0.9999598
146,0.9861756
147,0.9987112
148,0.99998915
149,0.99925846
150,0.9993439
151,0.99998987
152,0.9999381
153,0.9975827
154,0.99879676
155,0.99982804
156,0.99620324
157,0.9998156
158,0.9997487
159,0.9999995
160,0.9999137
161,0.99999785
162,0.999953
163,0.99999666
164,0.99992156
165,0.9999303
166,0.9999812
167,0.99999505
168,0.99998957
169,0.9999912
170,0.9999861
171,0.99996614
172,0.99996966
173,0.9961501
174,0.99912417
175,0.98505276
176,0.99997675
177,0.9997689
178,0.99937665
179,0.9838477
180,0.9999932
181,0.9999982
182,0.9999994
183,0.9948075
184,0.99894
185,0.9971205
186,0.99622905
187,0.9997563
188,0.99843657
189,0.9880809
190,0.99815094
191,0.9936161
192,0.9998921
193,0.99993986
194,0.99970496
195,0.9999644
196,0.9999973
197,0.9999076
198,0.9999984
199,0.9999972
200,0.9997442
201,0.9952058
202,0.9927161
203,0.99998105
204,0.9999872
205,0.99971664
206,0.99601626
207,0.9999988
208,0.99943095
209,0.9998603
210,0.99999857
211,1.0
212,0.9850913
213,1.0
214,0.99872786
215,0.9999977
216,0.9997223
217,0.9971502
218,0.9993657
219,0.99945587
220,0.9990772
221,0.99999887
222,0.9985012
223,0.99999964
224,0.99998605
225,0.9999232
226,0.9846429
227,0.9992241
228,0.9699509
229,0.99948996
230,0.9999766
231,0.9999639
232,0.99999714
233,0.9998114
234,0.99911934
235,0.99995244
236,0.99999887
237,0.9999949
238,0.9980712
239,0.99998873
240,0.99854773
241,0.9997133
242,0.9981477
243,0.9975452
244,0.99998605
245,0.9999914
246,0.9994664
247,0.9999671
248,0.99999946
249,0.9994797
250,0.97798586
251,0.99999696
252,0.9930665
253,0.99924546
254,0.9999465
255,0.9999991
256,0.99955463
257,0.99916446
258,0.9998898
259,0.9999996
260,0.9989741
261,0.99994373
262,0.9969356
263,0.9999888
264,0.9999933
265,0.99996984
266,0.99998254
267,0.999998
268,0.99979645
269,0.9964737
270,1.0
271,0.9999973
272,0.99991
273,0.9999992
274,0.9999246
275,0.99998736
276,0.99999696
277,0.99992085
278,0.9992452
279,0.9999761
280,0.99990565
281,0.9905607
282,0.9944462
283,0.9999376
284,0.99274325
285,0.99999344
286,0.9990558
287,0.99952674
288,0.9999342
289,0.9926524
290,0.99999076
291,0.9999939
292,0.9968126
293,0.95826054
294,0.999977
295,0.99667436
296,0.9998043
297,0.9999991
298,0.9986557
299,0.9998543
300,0.99999774
301,0.9997521
302,0.957223
303,0.99999976
304,0.9996041
305,0.99999267
306,0.9999886
307,0.9999885
308,0.99999857
309,0.99952
310,0.9999998
311,0.9998216
312,0.99999654
313,0.99995404
314,0.99975634
315,0.9859007
316,0.99914396
317,0.9989651
318,0.99986535
319,0.9973912
320,0.9999831
321,0.99939245
322,0.9976629
323,0.9982128
324,0.999971
325,0.99962246
326,0.9989245
327,0.9998415
328,0.999154
329,0.9999516
330,0.99990714
331,0.99974275
332,0.9991017
333,0.995297
334,0.9917599
335,0.99969816
336,0.9998248
337,0.99997556
338,0.99999964
339,0.99996734
340,0.99885654
341,0.99999154
342,0.99995565
343,0.99989885
344,0.99972165
345,0.9999954
346,0.99931806
347,0.9999993
348,0.99995464
349,0.9998229
350,0.9999999
351,0.99997
352,0.99999416
353,0.9999953
354,0.99945146
355,0.9984452
356,0.99987316
357,0.9999995
358,1.0
359,0.9996316
360,0.9997849
361,0.9999998
362,0.9999264
363,0.99471974
364,0.997083
365,0.99981606
366,0.99165756
367,0.99999565
368,0.999999
369,0.9999731
370,0.9999091
371,0.9983663
372,0.999324
373,0.9999759
374,0.99986535
375,0.99352205
376,0.99968505
377,0.9967344
378,0.99990803
379,0.99960995
380,0.99415874
381,0.9999998
382,0.9971483
383,0.9956982
384,0.99995613
385,0.99665135
386,0.9999492
387,0.9999971
388,0.94146514
389,0.9998863
390,0.99951065
391,0.9999463
