0,0
1,0
2,0
3,0
4,1
5,0
6,0
7,3
8,0
9,0
10,1
11,0
12,0
13,3
14,0
15,0
16,1
17,0
18,0
19,0
20,1
21,0
22,3
23,0
24,0
25,0
26,0
27,0
28,1
29,3
30,0
31,0
32,1
33,0
34,1
35,1
36,0
37,0
38,0
39,0
40,0
41,3
42,0
43,1
44,3
45,0
46,3
47,3
48,0
49,0
50,0
51,0
52,0
53,0
54,3
55,3
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,3
65,1
66,1
67,0
68,0
69,0
70,3
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,1
79,3
80,0
81,0
82,0
83,3
84,0
85,0
86,0
87,1
88,0
89,0
90,1
91,1
92,3
93,1
94,0
95,0
96,0
97,0
98,3
99,1
100,0
101,0
102,0
103,0
104,3
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,1
116,0
117,0
118,0
119,0
120,3
121,0
122,0
123,0
124,0
125,0
126,1
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,1
140,0
141,0
142,0
143,1
144,3
145,1
146,3
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,1
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,3
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,1
178,0
179,0
180,0
181,3
182,0
183,0
184,0
185,0
186,0
187,3
188,0
189,3
190,0
191,0
192,0
193,3
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,1
205,0
206,0
207,0
208,3
209,0
210,0
211,1
212,0
213,1
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,3
222,0
223,0
224,0
225,0
226,0
227,0
228,1
229,0
230,0
231,3
232,1
233,0
234,0
235,1
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,1
245,0
246,3
247,3
248,1
249,1
250,3
251,0
252,0
253,0
254,1
255,0
256,1
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,3
268,3
269,0
270,1
271,0
272,0
273,0
274,0
275,3
276,1
277,0
278,0
279,1
280,1
281,0
282,0
283,0
284,0
285,0
286,3
287,0
288,0
289,0
290,0
291,0
292,3
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,3
302,0
303,0
304,0
305,0
306,1
307,0
308,3
309,0
310,0
311,0
312,1
313,0
314,0
315,0
316,0
317,1
318,0
319,0
320,3
321,0
322,0
323,0
324,0
325,0
326,1
327,1
328,0
329,0
330,3
331,0
332,3
333,0
334,3
335,0
336,3
337,1
338,0
339,0
340,3
341,1
342,0
343,0
344,0
345,1
346,0
347,0
348,1
349,3
350,1
351,0
352,0
353,3
354,1
355,0
356,0
357,0
358,3
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,3
372,0
373,0
374,1
375,3
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,3
387,0
388,0
389,0
390,3
391,1
392,0
393,0
394,0
395,3
396,0
397,0
398,1
399,1
400,0
401,0
402,3
403,3
404,0
405,0
406,0
407,0
408,3
409,0
410,1
411,3
412,0
413,1
414,1
415,1
416,0
417,0
418,3
419,3
420,0
421,0
422,0
423,0
424,1
425,0
426,0
427,0
428,0
429,1
430,1
431,0
432,1
433,1
434,3
435,1
436,0
437,0
438,0
439,0
440,1
441,0
442,0
443,0
444,1
445,0
446,1
447,0
448,1
449,0
450,1
451,0
452,0
453,0
454,0
455,1
456,0
457,1
458,0
459,0
460,0
461,3
462,3
463,0
464,0
465,1
466,0
467,0
468,1
469,0
470,1
471,0
472,1
473,1
474,0
475,0
476,0
477,3
478,0
479,0
480,1
481,0
482,0
483,0
484,0
485,0
486,3
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,3
496,3
497,3
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,1
506,0
507,0
508,0
509,3
510,0
511,1
512,0
513,0
514,0
515,0
516,1
517,0
518,0
519,1
520,3
521,3
522,0
523,0
524,0
525,0
526,3
527,0
528,0
529,0
530,0
531,3
532,0
533,0
